number,value,datetime_start,datetime_complete,duration,params_dt,params_mu,params_noise,params_r,params_steps,state
0,0.0001731117718701483,2025-08-19 09:58:14.500313,2025-08-19 09:58:19.408092,0 days 00:00:04.907779,0.06522824803533193,0.7668573958875122,0.0003873082927707913,0.2002721519508035,400,COMPLETE
1,0.0033667140620666433,2025-08-19 09:58:19.408401,2025-08-19 09:58:24.165266,0 days 00:00:04.756865,0.017735084843870923,0.4582208130010018,0.08198791010390906,0.27899838410681527,900,COMPLETE
2,0.00025775327744041775,2025-08-19 09:58:24.165495,2025-08-19 09:58:27.856128,0 days 00:00:03.690633,0.053112306268787,0.39858661969048553,0.0005006950896259039,0.5746219411470008,700,COMPLETE
3,0.0037785863678287306,2025-08-19 09:58:27.856341,2025-08-19 09:58:31.558828,0 days 00:00:03.702487,0.0260632543318831,0.5887002129808458,0.02034250314883004,0.1391710050287574,700,COMPLETE
4,0.0014250488534896515,2025-08-19 09:58:31.559048,2025-08-19 09:58:36.812366,0 days 00:00:05.253318,0.01116956166178001,0.14487262746903,0.0001571500571133324,0.18849297198781823,1000,COMPLETE
5,0.00025867543949407426,2025-08-19 09:58:36.812578,2025-08-19 09:58:39.962463,0 days 00:00:03.149885,0.03953203710689439,0.21343182597687788,0.00028183140178583693,0.5898302226541169,600,COMPLETE
6,0.0001568844459055024,2025-08-19 09:58:39.962669,2025-08-19 09:58:43.618559,0 days 00:00:03.655890,0.053081646740375445,0.4272893762095792,0.03187730278312503,0.4003908680937746,700,COMPLETE
7,0.0003985793799738799,2025-08-19 09:58:43.618782,2025-08-19 09:58:46.819248,0 days 00:00:03.200466,0.05301418957794058,0.714089090679449,0.015097932732273266,0.17821954009876034,600,COMPLETE
8,0.00615527136430242,2025-08-19 09:58:46.819477,2025-08-19 09:58:52.101836,0 days 00:00:05.282359,0.0160094484354887,0.6111127060387995,0.0054407850251721205,0.40914697912593045,1000,COMPLETE
9,0.0003443094486614362,2025-08-19 09:58:52.102071,2025-08-19 09:58:56.853929,0 days 00:00:04.751858,0.035674830736699664,0.30908538869424923,0.1889404342529636,0.1274574080804386,900,COMPLETE
10,0.001568187118642288,2025-08-19 09:58:56.854161,2025-08-19 09:59:01.596028,0 days 00:00:04.741867,0.017273254242181943,0.5387815157292493,0.0006347245178704338,0.4792026546324186,900,COMPLETE
11,0.0010841398634624851,2025-08-19 09:59:01.596255,2025-08-19 09:59:06.885282,0 days 00:00:05.289027,0.017616926029709525,0.7844126585522482,0.0015153142032743473,0.24237718066480946,1000,COMPLETE
12,0.006570916724676084,2025-08-19 09:59:06.885505,2025-08-19 09:59:10.575072,0 days 00:00:03.689567,0.01402989815485841,0.7755257476902044,0.024915632053108174,0.12855119885880084,700,COMPLETE
13,0.0014097336844636434,2025-08-19 09:59:10.575285,2025-08-19 09:59:12.702070,0 days 00:00:02.126785,0.010278042469822104,0.7222950393049256,0.004579649522680496,0.16082115043359993,400,COMPLETE
14,0.005876279466486671,2025-08-19 09:59:12.702295,2025-08-19 09:59:16.922403,0 days 00:00:04.220108,0.013763282101317116,0.777511089710895,0.0891440238655041,0.37420043976988376,800,COMPLETE
15,0.004067600867211705,2025-08-19 09:59:16.922608,2025-08-19 09:59:22.197242,0 days 00:00:05.274634,0.031704749110249855,0.7780401181437022,0.00968685238370049,0.5176371796799352,1000,COMPLETE
16,0.004964217429845888,2025-08-19 09:59:22.197474,2025-08-19 09:59:27.449481,0 days 00:00:05.252007,0.019795847023917765,0.394917219295213,0.0028579680760907763,0.32372881038901796,1000,COMPLETE
17,0.00233701214276003,2025-08-19 09:59:27.449700,2025-08-19 09:59:31.183380,0 days 00:00:03.733680,0.021101276318705,0.7726681034329425,0.0034548814104287907,0.30316086977562506,700,COMPLETE
18,0.001759124821164257,2025-08-19 09:59:31.183595,2025-08-19 09:59:33.827657,0 days 00:00:02.644062,0.03261827931416438,0.6625881048525822,0.2609500375931838,0.18046041588065517,500,COMPLETE
