norm
6.48145196725554e+146
4.300593158574095e+148
5.262310590344747e+146
1.9666783427769235e+148
1.5628800992668403e+147
7.708352271856697e+147
3.263249504327939e+147
3.278002184809925e+148
1.791982696289532e+148
1.7834261810508486e+147
2.80548457958549e+148
2.192450850041708e+148
9.110907032969349e+148
4.299512641132066e+148
4.5969558553231366e+148
4.6821970292760615e+147
9.033789823928471e+146
1.774215675373899e+148
2.8508178496445373e+147
1.4268805436434627e+148
1.0172883415062176e+148
1.0587050166307743e+148
1.6181828699349232e+148
7.096157343920785e+146
2.2623631963788018e+147
2.8710093140671668e+147
2.185689408352323e+147
8.753208330631161e+146
9.822154795437382e+146
3.97598552983495e+147
1.083377816389679e+148
3.017723529782593e+148
6.489010872861672e+149
3.5525704388427237e+146
3.0048963017539026e+147
2.4897598201169313e+147
7.372193711885886e+147
1.3217224775258837e+148
1.942287221152877e+148
1.421080652977495e+149
2.030900543151344e+148
3.178606868688073e+147
9.779713772893146e+147
1.759297632908042e+148
7.897329402581312e+145
1.1194237426298346e+148
5.676677831671069e+146
7.800748633100008e+147
2.1776656485682163e+148
2.1146722585674963e+147
1.0661481236780381e+148
1.547544805218769e+148
1.4805305069949596e+148
4.907446854769296e+147
5.888539042618296e+147
9.805847135286795e+147
3.874532502129299e+147
1.210770485469612e+149
6.85084249808914e+147
2.0378599140155062e+147
3.372400220572743e+149
1.6681325369106113e+147
6.269522752371847e+146
9.110455858734866e+148
2.3807057778720626e+147
5.0198652565540406e+147
3.875301328546017e+148
4.315700725549763e+147
5.519286467297477e+148
6.674464181486074e+148
1.1932952993440302e+148
3.3709664041310926e+148
3.508039019302989e+147
7.55356498247847e+147
8.508669794218243e+148
8.660365959177415e+147
1.365886732914767e+148
1.2816672959208206e+148
7.833762530018553e+148
3.162506414138753e+147
7.973567804972365e+147
1.5488615317338032e+148
1.6528699537821286e+148
7.177745513828475e+147
1.5561706037975694e+148
5.584586316007666e+147
5.844178554614672e+146
1.602023335820088e+148
2.3788089319381235e+149
3.613371585162047e+147
9.377940227738382e+146
4.4985023319452165e+147
2.0964946511893716e+148
2.7198415315562746e+147
1.4840582568392174e+147
1.2939096685390206e+148
1.272990495312668e+149
9.936135254501965e+146
7.429378938318724e+147
3.34417630315574e+148
2.1970836479753765e+147
1.20553588035858e+149
1.4343550575169754e+147
5.824483892379781e+147
1.0450490565134429e+148
1.351306409349982e+147
6.3290461769031136e+147
1.6331030321088555e+147
8.421285191576512e+147
1.6938865577531262e+149
6.166794321563269e+147
1.1827541003901577e+148
2.5932356783962887e+149
1.1304734303344816e+148
1.657058624511575e+148
1.2019016754194658e+149
4.0510369367636483e+149
3.975556439212789e+147
2.2638712236122337e+148
1.6142440558878078e+148
8.164235843430063e+148
1.3886971105055927e+147
2.1108997817495948e+148
1.327553400128233e+149
8.209234973171935e+147
9.145857230161697e+147
5.494527833545137e+147
1.5731827360865708e+148
1.739587217907052e+148
3.2527669624149456e+147
1.333562892600413e+148
1.8760926296831048e+147
1.1488044220131182e+148
1.8324442061633662e+148
1.8822608965740043e+148
4.8734892349517205e+147
3.487042077171124e+147
1.4800744321698285e+149
1.440444122986888e+147
1.960731910611789e+147
3.4990653202171525e+149
1.8491418365475483e+147
2.6536099315021456e+148
1.2830086993232593e+147
3.27796797421378e+148
1.309174097274906e+148
9.1178756619286e+145
5.924373328347258e+146
9.043865054729928e+147
1.9523837247939686e+145
7.050364590273906e+147
6.935005067873438e+148
6.86120198286502e+146
2.088887043634527e+147
1.5117301591522076e+148
2.2485507527803612e+148
1.379772728198601e+149
3.84689107809495e+147
8.453074959799392e+146
9.276152049263612e+147
4.3671723463259804e+147
6.332928853961691e+148
3.38758118633165e+148
8.807814686986007e+146
3.9443065337541713e+148
5.815200392510349e+147
3.7930669710989435e+147
4.943196124738452e+147
4.27479881345506e+147
8.1569139547519e+147
2.774774109235015e+149
5.482622256263071e+149
5.914891224072987e+148
6.11641220605567e+148
1.6064354979822229e+149
1.0904258969815969e+149
3.020149101068345e+148
1.5899632144285544e+149
3.626595641037164e+146
2.1815792938052014e+148
5.789863060210131e+147
5.8391339253863804e+147
3.2577541503233776e+147
2.4461234745713116e+147
8.659795034848531e+147
2.0845652193561274e+147
3.6837069325224993e+148
2.6711946878746127e+147
1.0517869067027485e+148
7.346920057809695e+147
1.53288796275668e+148
8.253747972111881e+148
1.5998011408991177e+148
1.7482412253920564e+148
2.509618489127489e+146
7.516139558158654e+148
5.3766983432222324e+147
1.6459694653373077e+147
1.8688451366626788e+148
1.1144071038136508e+147
1.1570448041842445e+149
8.679183626691446e+147
4.214480401586242e+147
1.1571675158719778e+148
1.356004569292973e+148
7.745676391571546e+147
1.1667112521622864e+148
1.1245691860270502e+148
9.715891474116174e+147
1.4755750289502326e+148
9.097589825012816e+147
2.2159953847165468e+148
1.644257799543519e+149
4.1083935752217146e+147
1.4034186745064143e+147
5.57733504407482e+147
1.261236224354596e+149
6.864029948911362e+147
3.4766072647526595e+145
5.505330161266577e+147
8.143803105065814e+148
8.827902501841144e+147
3.223697976284927e+148
1.3454572327921997e+148
3.0425527190959383e+148
8.973807799799315e+147
6.1809873385964e+147
2.571383691038622e+148
6.766706298848051e+148
6.717757318679673e+147
1.7005254524906132e+148
7.851310453781952e+147
4.951896898123756e+147
2.0892314585884965e+147
1.8345876936494194e+147
5.6460738875294294e+147
6.479441882193959e+147
7.991042707265958e+146
6.955371180923227e+147
9.38840288295038e+148
2.6024914743751618e+147
1.3307564815531388e+148
5.383532913917821e+146
7.440568838523306e+146
1.3210690814662658e+147
6.447818544444307e+148
3.634262998275793e+147
1.556753195978527e+148
3.197685942185276e+147
9.595538897196706e+147
1.801015748843427e+148
4.292942350378374e+149
2.494377880855888e+148
5.573681006963178e+147
1.1346469296955302e+149
3.259727211364842e+147
1.9725802722855618e+147
3.2166509825233864e+147
7.507732019440681e+146
5.025960896945204e+148
3.090930347886433e+148
1.0552135391388401e+148
1.5119801451132224e+147
1.6574286001001323e+148
2.5700037966996804e+147
8.5204147913496e+147
7.886857877079302e+147
1.0536498683529284e+148
1.947102139165495e+149
1.790437074569822e+148
1.0207541394346696e+148
3.741529302763706e+147
6.967217463118663e+148
7.750993481547804e+148
1.089157531103135e+148
1.3810370349912246e+147
1.0585568244082699e+147
7.102671024441762e+147
2.531934843076988e+147
8.175900151229167e+147
4.15332901950043e+147
7.98649103869377e+147
2.565063000457616e+148
1.9174602882683768e+147
9.984625777058894e+147
5.2006577932921674e+147
4.293975762844284e+147
3.7600801278875946e+146
6.798434418757996e+147
9.595367237102439e+148
5.551937073316761e+146
1.9729581004749308e+147
1.0955590292244143e+148
3.9936968491633766e+146
1.518969408332536e+148
3.440651304672315e+147
3.2551732888061236e+148
2.3117863863961655e+147
8.042739080188516e+147
6.68007201409511e+147
4.6279955908622524e+147
7.943006721964285e+146
5.5320497647648985e+146
2.1102359744854053e+149
1.3260973382376263e+148
1.139604736086647e+149
2.2589093050500423e+147
6.558522537381389e+147
6.92860604361098e+147
1.6518816706431143e+148
8.526452160834403e+147
5.781031268558034e+147
1.1594060640481095e+148
1.5482451749592446e+148
6.67180838984822e+147
8.956559914662775e+147
4.209989640247811e+149
2.9728016750156697e+147
1.8851543528772423e+147
1.4795955580962208e+148
2.212568293429412e+147
1.236424205810888e+148
3.930871976060039e+148
1.0384067487571445e+148
6.107651080417997e+148
3.343722322318454e+147
5.851351837224557e+146
1.2770910817711885e+149
9.985160476678041e+147
2.314420038065522e+147
7.853964126516533e+148
1.1130595406000734e+148
2.1416665306662992e+148
1.143316711938673e+147
8.643174602937782e+147
3.187549263493972e+147
2.168930922641068e+148
7.395111844210488e+146
3.032880774621627e+148
1.055576541440879e+149
4.4496279386842654e+148
4.42734910085402e+148
2.568456531853875e+148
4.877692558864318e+147
1.2153046513400052e+148
5.576970603029133e+147
2.9135889819823936e+147
3.9039575336366285e+148
3.7460797453478296e+147
7.03067165566133e+147
3.349398179147007e+148
2.3731902756377228e+148
4.1367171312194354e+147
5.0247689902239975e+148
2.8193509191962637e+148
1.0317361016074821e+148
3.207453338685796e+148
3.77330497027641e+147
1.1199830360248864e+148
7.357649521744686e+147
8.836173109490935e+147
1.0167608868185231e+148
1.0416470375045676e+148
2.6822450819327724e+148
4.083990725611926e+147
9.247018030558423e+147
