BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
53,1,0.04528,8.53848582916413e+87,3.6469444582366956e+90,44,1.0,1.0,1.1956208582666797e+91,0.8289006947332791,17.55
