BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
14,1,0.04136,1.8997140005893917e+132,5.23252302706132e+133,48,1.0,1.0,2.3944271922382368e+134,0.7585674134715311,24.34
