BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
17,1,0.04169,1.2673525804776948e+129,1.9566766110880877e+130,46,0.4054714657435084,0.4054714657435084,1.0223477147981521e+131,0.7745322928671029,26.55
