BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
34,1,0.04335,6.2233249700041086e+109,8.115177209732002e+110,44,1.0,1.0,1.422358884241703e+111,0.6158000759029097,26.11
