BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
61,1,0.04612,3.1370669884056554e+80,4.263672259087219e+81,46,0.23405760508685766,0.23405760508685766,1.3402504767859118e+82,0.7542930840502201,19.96
