BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
7,1,0.04042,7.345812012951559e+138,1.1377129412232291e+141,43,1.0,1.0,3.313261010520068e+141,0.7486486182252934,15.04
