BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
16,1,0.04159,1.2673525804776948e+129,3.0266724409600956e+131,47,1.0,1.0,1.7625843867548017e+132,0.7985398167481939,25.32
