BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
103,1,0.05080,1.457520690268322e+45,2.7826976746907903e+45,9,1.6707567221314377,1.6707567221314377,0.0,0.15865828721152667,25.68
