metric,value
valid_outputs,38800
min_mc_norm,5.119388250454158e+145
max_mc_norm,1.0383347180600979e+151
best_cim_norm,9.92399339356957e+144
mean_cim_norm,4.908706069171826e+149
best_percentile_uniform,0.0
mean_percentile_uniform_of_mean,0.12938
quantile_10percent,2.653368861399851e+147
quantile_25percent,7.502323107150781e+147
quantile_50percent,2.163449762728759e+148
quantile_75percent,1.1837862129426424e+149
quantile_90percent,1.963870361605489e+150
within_1.0x_min_mc,0.0019072164948453609
within_1.1x_min_mc,0.002036082474226804
within_1.5x_min_mc,0.0027577319587628866
within_2.0x_min_mc,0.003092783505154639
max_abs_scale_for_G,1.26342382880337e+300
sim_time_sec,1308.674524307251
