metric,value
valid_outputs,38800
min_mc_norm,2.9709997829483707e+145
max_mc_norm,3.689571954015478e+151
best_cim_norm,1.3752696732033086e+144
mean_cim_norm,3.984048458775776e+150
best_percentile_uniform,0.0
mean_percentile_uniform_of_mean,0.33638
quantile_10percent,4.57180703315534e+147
quantile_25percent,1.695280081032465e+148
quantile_50percent,1.7145424256934113e+150
quantile_75percent,6.578422341916671e+150
quantile_90percent,1.1626998560685041e+151
within_1.0x_min_mc,0.0006958762886597938
within_1.1x_min_mc,0.0007474226804123712
within_1.5x_min_mc,0.0011082474226804123
within_2.0x_min_mc,0.0013144329896907217
max_abs_scale_for_G,5.1053852068602214e+300
sim_time_sec,3231.1712758541107
