metric,value
valid_outputs,38800
min_mc_norm,3.269594303982817e+145
max_mc_norm,3.30337524937766e+151
best_cim_norm,1.5242584925429693e+143
mean_cim_norm,3.292105496886927e+150
best_percentile_uniform,0.0
mean_percentile_uniform_of_mean,0.3032
quantile_10percent,4.19634743329318e+147
quantile_25percent,1.3287379640688592e+148
quantile_50percent,2.736295505384206e+149
quantile_75percent,5.449502047196888e+150
quantile_90percent,1.0615715913338487e+151
within_1.0x_min_mc,0.0009278350515463917
within_1.1x_min_mc,0.0011082474226804123
within_1.5x_min_mc,0.0015721649484536082
within_2.0x_min_mc,0.002061855670103093
max_abs_scale_for_G,5.0394768011304565e+300
sim_time_sec,2473.0471863746643
