BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
4,1,0.04026,3.503922808449987e+143,1.6333526665211615e+145,47,1.0,1.0,4.5764638614798575e+145,0.6754805321097571,71.21
