BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
2,1,0.04016,3.483407908550154e+145,2.4502429463453632e+147,43,0.00740307644147693,0.00740307644147693,2.7682570966594547e+147,0.8340833251941622,64.15
