BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
8,1,0.04055,5.559351953018229e+139,3.369879493366188e+141,45,0.021190200608660267,0.021190200608660267,1.1266594526013717e+142,0.6857530817510854,69.38
