BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
14,1,0.04136,2.1989529060320807e+134,3.017082407516431e+135,43,1.0,1.0,1.0707883477274264e+136,0.7917808850059903,69.39
