BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
11,1,0.04095,3.833043660266606e+136,5.36899334979248e+138,45,1.0,1.0,1.9846213259852797e+139,0.877750336767287,66.34
