BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
21,1,0.04207,7.68949461251361e+126,2.5200660820305466e+128,45,1.0,1.0,8.81709635231703e+128,0.6341259833297566,70.88
