BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
12,1,0.04109,6.36816147034212e+134,5.5866982398017135e+137,42,1.0,1.0,1.1960283030651125e+138,0.8120894944227174,69.7
