BRI,Q,gamma,global_best,mean_pool,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
18,1,0.04178,9.748638555128546e+129,3.947498484803079e+131,45,0.03351094284705756,0.03351094284705756,9.779425183331019e+131,0.7911186430247886,71.94
