BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
0,1,0.04005,8.445069484510614e+147,9.389845204668738e+148,50,1.0,1.0,4.0560536535110406e+149,0.6432950845303415,27.48
