BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
20,1,0.04198,9.886586925613741e+125,3.2752137311656067e+127,50,1.0,1.0,1.5886807229135794e+128,0.6742071835427119,29.73
