BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
1,1,0.04010,7.80748107977996e+145,6.476901461519924e+147,50,1.0,1.0,1.4147048766937866e+148,0.6132187954488587,21.32
