BRI,Q,gamma,global_best,B_avg,replacements,eta_CIM_max,eta_CPM_max,Sigma_CPM_max,sparsity,BRI_time
58,1,0.04581,4.4385583822537235e+85,3.2440859038749903e+86,50,0.7295700292229702,0.7295700292229702,1.4289267484912312e+87,0.7064000189289928,35.62
